year,week,ili,detection_rate,delta_ili,week_sin,week_cos,peak_gap
2022,18,12.8,11.15,8.05,0.8229838658936565,-0.5680647467311557,7.900000000000002
2022,19,10.2,7.35,-2.6000000000000014,0.7485107481711013,-0.6631226582407951,10.500000000000004
2022,20,7.15,2.4000000000000004,-3.049999999999999,0.6631226582407952,-0.7485107481711012,13.550000000000002
2022,21,5.85,4.55,-1.3000000000000007,0.5680647467311558,-0.8229838658936564,14.850000000000003
2022,22,5.0,5.3,-0.8499999999999996,0.46472317204376906,-0.8854560256532096,15.700000000000003
2022,23,1.5,0.0,-3.5,0.35460488704253584,-0.9350162426854147,19.200000000000003
2022,24,2.0,0.0,0.5,0.23931566428755768,-0.970941817426052,17.6
2022,25,2.3,0.0,0.2999999999999998,0.12053668025532308,-0.992708874098054,10.5
2022,26,2.2,0.0,-0.09999999999999964,-3.216245299353273e-16,-1.0,10.600000000000001
2022,27,2.9,0.0,0.6999999999999997,-0.12053668025532283,-0.992708874098054,7.299999999999999
2022,28,3.3,8.7,0.3999999999999999,-0.23931566428755743,-0.9709418174260521,3.8500000000000005
2022,29,3.8,13.0,0.5,-0.3546048870425356,-0.9350162426854148,2.05
2022,30,4.7,3.7,0.9000000000000004,-0.46472317204376806,-0.8854560256532101,0.2999999999999998
2022,31,4.8,4.5,0.09999999999999964,-0.5680647467311556,-0.8229838658936565,-0.09999999999999964
2022,32,4.1,3.6,-0.7000000000000002,-0.663122658240795,-0.7485107481711013,0.7000000000000002
2022,33,4.1,3.4,0.0,-0.7485107481711011,-0.6631226582407952,0.7000000000000002
2022,34,5.7,0.0,1.6000000000000005,-0.8229838658936564,-0.5680647467311559,-0.9000000000000004
2022,35,4.9,8.7,-0.7999999999999998,-0.8854560256532096,-0.4647231720437691,0.7999999999999998
2022,36,5.2,0.0,0.2999999999999998,-0.9350162426854147,-0.3546048870425359,0.5
2022,37,5.2,6.3,0.0,-0.970941817426052,-0.23931566428755774,0.5
2022,38,5.8,0.0,0.5999999999999996,-0.992708874098054,-0.12053668025532357,-0.09999999999999964
2022,39,5.9,6.9,0.10000000000000053,-1.0,-1.8369701987210297e-16,-0.10000000000000053
2022,40,9.1,0.0,3.1999999999999993,-0.992708874098054,0.1205366802553232,-3.1999999999999993
2022,41,7.5,4.8,-1.5999999999999996,-0.9709418174260521,0.23931566428755738,1.5999999999999996
2022,42,8.8,0.0,1.3000000000000007,-0.9350162426854148,0.35460488704253557,0.29999999999999893
2022,43,11.0,6.1,2.1999999999999993,-0.8854560256532101,0.464723172043768,-1.9000000000000004
2022,44,14.3,0.0,3.3000000000000007,-0.822983865893657,0.5680647467311548,-3.3000000000000007
2022,45,19.6,8.7,5.300000000000001,-0.7485107481711011,0.6631226582407953,-5.300000000000001
2022,46,17.5,10.2,-2.1000000000000014,-0.6631226582407956,0.7485107481711007,2.1000000000000014
2022,47,18.2,24.5,0.6999999999999993,-0.5680647467311559,0.8229838658936564,1.4000000000000021
2022,48,16.5,20.5,-1.6999999999999993,-0.4647231720437684,0.88545602565321,3.1000000000000014
2022,49,24.3,19.3,7.800000000000001,-0.35460488704253595,0.9350162426854147,-4.699999999999999
2022,50,36.7,12.2,12.400000000000002,-0.2393156642875578,0.970941817426052,-12.400000000000002
2022,51,39.3,30.6,2.5999999999999943,-0.12053668025532363,0.992708874098054,-2.5999999999999943
2022,52,56.4,51.7,17.1,6.432490598706546e-16,1.0,-17.1
